id,cargo_type,commodity,quantity,origin,destination_port_id,laycan_start,laycan_end,contract_preference,required_vessel_type,loading_date,discharge_deadline,priority,contract_type,freight_rate,currency,charter_duration,special_requirements,created_at
3641,Thermal Coal,Non-Coking Coal Grade G1-G5,55000,"Maputo, Mozambique",2,2025-03-04,2025-03-11,CoA,Supramax,2025-03-06,2025-04-26,Normal,CoA,35.29,USD,50,Standard,2025-02-18T00:00:00Z
3642,Thermal Coal,Non-Coking Coal Grade G1-G5,72200,"Port Hedland, Australia",4,2025-01-23,2025-01-28,Spot,Panamax,2025-01-26,2025-02-23,Normal,Spot,25.44,USD,30,Standard,2025-01-05T00:00:00Z
3643,Iron Ore,Iron Ore Fines 62% Fe,51300,"Samarinda, Indonesia",6,2023-10-21,2023-10-28,Spot,Supramax,2023-10-22,2023-11-09,Normal,Spot,12.05,USD,20,Standard,2023-09-26T00:00:00Z
3644,Thermal Coal,Non-Coking Coal Grade G1-G5,57200,"Port Hedland, Australia",6,2025-05-31,2025-06-07,Spot,Supramax,2025-06-03,2025-07-05,High,Spot,23.12,USD,30,Standard,2025-05-18T00:00:00Z
3645,Coking Coal,PCI Coal,53000,"Hay Point, Australia",3,2021-08-11,2021-08-18,CoA,Supramax,2021-08-14,2021-09-14,Normal,CoA,23.64,USD,30,Fast discharge required,2021-07-25T00:00:00Z
3646,Coking Coal,Semi-Soft Coking Coal,53800,"Samarinda, Indonesia",4,2021-07-29,2021-08-03,Spot,Supramax,2021-08-02,2021-08-22,Normal,Spot,16.18,USD,20,Standard,2021-07-20T00:00:00Z
3647,Thermal Coal,Indonesian High Calorie Coal,75100,"Vostochny, Russia",1,2025-04-16,2025-04-23,CoA,Panamax,2025-04-19,2025-06-08,Normal,CoA,36.89,USD,50,Standard,2025-04-05T00:00:00Z
3648,Limestone,SMS Grade Limestone,51100,"Vostochny, Russia",4,2023-08-14,2023-08-21,Spot,Supramax,2023-08-16,2023-10-03,Normal,Spot,35.4,USD,50,Standard,2023-07-22T00:00:00Z
3649,Coking Coal,Hard Coking Coal,79400,"Baltimore, USA",2,2023-07-30,2023-08-04,Spot,Panamax,2023-08-02,2023-09-21,Normal,Spot,37.88,USD,50,Standard,2023-07-10T00:00:00Z
3650,Coking Coal,Hard Coking Coal,53500,"Vostochny, Russia",4,2026-03-02,2026-03-07,CoA,Supramax,2026-03-03,2026-04-20,Normal,CoA,38.4,USD,50,Standard,2026-02-18T00:00:00Z
3651,Thermal Coal,Indonesian High Calorie Coal,51300,"Gladstone, Australia",4,2023-09-23,2023-09-30,Spot,Supramax,2023-09-26,2023-10-25,High,Spot,24.03,USD,30,Standard,2023-08-25T00:00:00Z
3652,Coking Coal,Semi-Soft Coking Coal,79900,"Balikpapan, Indonesia",3,2023-07-02,2023-07-07,Spot,Panamax,2023-07-04,2023-07-23,Normal,Spot,16.45,USD,20,Standard,2023-06-18T00:00:00Z
3653,Thermal Coal,Non-Coking Coal Grade G1-G5,55200,"Tanjung Priok, Indonesia",4,2025-12-16,2025-12-21,Spot,Supramax,2025-12-17,2026-01-07,Normal,Spot,12.55,USD,20,Standard,2025-11-18T00:00:00Z
3654,Iron Ore,Lump Ore,76800,"Balikpapan, Indonesia",2,2022-11-28,2022-12-12,Spot,Panamax,2022-12-11,2022-12-28,Normal,Spot,13.54,USD,20,Standard,2022-11-13T00:00:00Z
3655,Coking Coal,Semi-Soft Coking Coal,146400,"Balikpapan, Indonesia",4,2026-02-24,2026-03-01,Spot,Capesize,2026-02-28,2026-03-22,Normal,Spot,15.45,USD,20,Standard,2026-01-29T00:00:00Z
3656,Thermal Coal,Non-Coking Coal Grade G1-G5,55300,"Gladstone, Australia",5,2022-10-17,2022-10-24,Spot,Supramax,2022-10-18,2022-11-17,Normal,Spot,24.2,USD,30,Standard,2022-09-24T00:00:00Z
3657,Thermal Coal,Non-Coking Coal Grade G1-G5,54200,"Gladstone, Australia",1,2024-09-18,2024-09-25,CoA,Supramax,2024-09-20,2024-10-20,High,CoA,22.97,USD,30,Standard,2024-08-22T00:00:00Z
3658,Coking Coal,Semi-Soft Coking Coal,70000,"Balikpapan, Indonesia",1,2021-10-08,2021-10-15,Spot,Panamax,2021-10-10,2021-10-27,Normal,Spot,13.75,USD,20,Standard,2021-09-20T00:00:00Z
3659,Coking Coal,Semi-Soft Coking Coal,78500,"Hay Point, Australia",4,2025-01-20,2025-01-27,Spot,Panamax,2025-01-23,2025-02-20,Normal,Spot,23.73,USD,30,Standard,2024-12-31T00:00:00Z
3660,Thermal Coal,Indonesian High Calorie Coal,60400,"Balikpapan, Indonesia",3,2022-01-21,2022-01-31,CoA,Supramax,2022-01-24,2022-02-16,High,CoA,15.86,USD,20,Standard,2022-01-14T00:00:00Z
3661,Coking Coal,Semi-Soft Coking Coal,170700,"Gladstone, Australia",3,2022-05-27,2022-06-03,Spot,Capesize,2022-05-29,2022-06-30,Normal,Spot,21.11,USD,30,Standard,2022-05-18T00:00:00Z
3662,Coking Coal,Semi-Soft Coking Coal,183800,"Gladstone, Australia",1,2022-01-29,2022-02-03,Spot,Capesize,2022-02-01,2022-03-03,Normal,Spot,19.86,USD,30,Standard,2021-12-31T00:00:00Z
3663,Thermal Coal,Non-Coking Coal Grade G1-G5,66900,"Baltimore, USA",2,2023-03-17,2023-03-24,CoA,Panamax,2023-03-23,2023-05-12,Normal,CoA,41.06,USD,50,Standard,2023-03-07T00:00:00Z
3664,Coking Coal,Semi-Soft Coking Coal,81700,"Balikpapan, Indonesia",3,2025-12-20,2025-12-27,Spot,Panamax,2025-12-21,2026-01-07,Normal,Spot,12.81,USD,20,Self-unloader preferred,2025-12-12T00:00:00Z
3665,Coking Coal,Hard Coking Coal,67200,"Tanjung Priok, Indonesia",1,2025-03-09,2025-03-19,Spot,Panamax,2025-03-12,2025-03-29,Normal,Spot,15.0,USD,20,Low moisture cargo,2025-02-15T00:00:00Z
3666,Coking Coal,Hard Coking Coal,68200,"Baltimore, USA",1,2021-04-22,2021-05-02,CoA,Panamax,2021-04-26,2021-06-12,Normal,CoA,33.91,USD,50,Standard,2021-04-11T00:00:00Z
3667,Coking Coal,PCI Coal,78100,"Baltimore, USA",1,2021-06-19,2021-06-24,CoA,Panamax,2021-06-20,2021-08-11,Normal,CoA,38.62,USD,50,Standard,2021-05-25T00:00:00Z
3668,Coking Coal,Semi-Soft Coking Coal,28500,"Port Hedland, Australia",6,2025-07-07,2025-07-12,Spot,Handysize,2025-07-09,2025-08-05,Normal,Spot,31.05,USD,30,Standard,2025-06-10T00:00:00Z
3669,Coking Coal,Semi-Soft Coking Coal,81300,"Newcastle, Australia",4,2025-04-20,2025-04-27,Spot,Panamax,2025-04-26,2025-05-27,High,Spot,24.11,USD,30,Standard,2025-03-29T00:00:00Z
3670,Thermal Coal,Indonesian High Calorie Coal,28100,"Gladstone, Australia",6,2024-03-27,2024-04-01,CoA,Handysize,2024-03-30,2024-04-28,Normal,CoA,27.29,USD,30,Standard,2024-03-11T00:00:00Z
3671,Coking Coal,Hard Coking Coal,69000,"Baltimore, USA",4,2022-12-16,2022-12-23,CoA,Panamax,2022-12-22,2023-02-11,Normal,CoA,35.23,USD,50,Geared vessel required,2022-12-09T00:00:00Z
3672,Thermal Coal,Non-Coking Coal Grade G1-G5,81800,"Tanjung Priok, Indonesia",4,2024-11-26,2024-12-06,Spot,Panamax,2024-12-04,2024-12-21,Normal,Spot,16.61,USD,20,Standard,2024-11-13T00:00:00Z
3673,Limestone,SMS Grade Limestone,55500,"Norfolk, USA",2,2021-11-11,2021-11-18,CoA,Supramax,2021-11-16,2022-01-02,Normal,CoA,37.0,USD,50,Standard,2021-11-02T00:00:00Z
3674,Coking Coal,Hard Coking Coal,66100,"Tanjung Priok, Indonesia",1,2021-12-31,2022-01-10,Spot,Panamax,2022-01-07,2022-01-30,Normal,Spot,11.89,USD,20,Fast discharge required,2021-12-19T00:00:00Z
3675,Coking Coal,Hard Coking Coal,151300,"Samarinda, Indonesia",3,2023-07-15,2023-07-20,CoA,Capesize,2023-07-17,2023-08-03,Normal,CoA,11.17,USD,20,Standard,2023-07-07T00:00:00Z
3676,Coking Coal,PCI Coal,155900,"Port Hedland, Australia",1,2021-11-15,2021-11-20,Spot,Capesize,2021-11-17,2021-12-17,Normal,Spot,19.77,USD,30,Standard,2021-10-23T00:00:00Z
3677,Iron Ore,Lump Ore,81600,"Baltimore, USA",2,2021-08-30,2021-09-04,CoA,Panamax,2021-09-01,2021-10-23,Normal,CoA,37.3,USD,50,Standard,2021-08-09T00:00:00Z
3678,Coking Coal,PCI Coal,76300,"Newcastle, Australia",1,2021-04-05,2021-04-12,Spot,Panamax,2021-04-09,2021-05-12,Normal,Spot,25.16,USD,30,Standard,2021-03-10T00:00:00Z
3679,Thermal Coal,Indonesian High Calorie Coal,67200,"Tanjung Priok, Indonesia",2,2023-12-31,2024-01-05,CoA,Panamax,2024-01-01,2024-01-18,Normal,CoA,14.21,USD,20,Standard,2023-12-13T00:00:00Z
3680,Limestone,Calcined Lime,31100,"Balikpapan, Indonesia",6,2021-04-26,2021-05-01,CoA,Handysize,2021-04-29,2021-05-18,Normal,CoA,17.91,USD,20,Standard,2021-03-31T00:00:00Z
3681,Thermal Coal,Non-Coking Coal Grade G1-G5,72800,"Tanjung Priok, Indonesia",4,2024-07-12,2024-07-19,Spot,Panamax,2024-07-16,2024-08-08,Normal,Spot,15.71,USD,20,Standard,2024-06-18T00:00:00Z
3682,Thermal Coal,Indonesian High Calorie Coal,71800,"Norfolk, USA",1,2022-08-23,2022-08-30,Spot,Panamax,2022-08-27,2022-10-18,High,Spot,34.67,USD,50,Fast discharge required,2022-07-29T00:00:00Z
3683,Thermal Coal,Non-Coking Coal Grade G1-G5,74800,"Baltimore, USA",1,2022-08-25,2022-08-30,Spot,Panamax,2022-08-29,2022-10-16,Normal,Spot,38.98,USD,50,Standard,2022-07-30T00:00:00Z
3684,Thermal Coal,Non-Coking Coal Grade G1-G5,28800,"Vostochny, Russia",6,2026-02-28,2026-03-07,CoA,Handysize,2026-03-01,2026-04-20,Urgent,CoA,48.05,USD,50,Standard,2026-02-14T00:00:00Z
3685,Coking Coal,PCI Coal,61300,"Samarinda, Indonesia",1,2025-08-01,2025-08-08,Spot,Supramax,2025-08-07,2025-08-29,Normal,Spot,14.19,USD,20,Standard,2025-07-18T00:00:00Z
3686,Coking Coal,PCI Coal,67400,"Balikpapan, Indonesia",4,2021-06-08,2021-06-22,Spot,Panamax,2021-06-11,2021-07-04,Normal,Spot,15.15,USD,20,Standard,2021-05-14T00:00:00Z
3687,Coking Coal,PCI Coal,78200,"Vostochny, Russia",3,2024-11-25,2024-12-02,Spot,Panamax,2024-11-30,2025-01-18,High,Spot,39.19,USD,50,Standard,2024-11-09T00:00:00Z
3688,Thermal Coal,Indonesian High Calorie Coal,77500,"Gladstone, Australia",2,2023-01-28,2023-02-02,CoA,Panamax,2023-01-29,2023-02-28,Normal,CoA,23.94,USD,30,Standard,2023-01-09T00:00:00Z
3689,Limestone,Calcined Lime,79400,"Samarinda, Indonesia",3,2025-02-20,2025-02-27,Spot,Panamax,2025-02-23,2025-03-15,High,Spot,13.57,USD,20,Standard,2025-01-29T00:00:00Z
3690,Coking Coal,Semi-Soft Coking Coal,66300,"Norfolk, USA",2,2021-08-07,2021-08-12,Spot,Panamax,2021-08-10,2021-10-01,Normal,Spot,35.67,USD,50,Standard,2021-07-27T00:00:00Z
3691,Coking Coal,Hard Coking Coal,179700,"Hay Point, Australia",4,2024-09-11,2024-09-18,Spot,Capesize,2024-09-12,2024-10-11,High,Spot,19.41,USD,30,Standard,2024-08-15T00:00:00Z
3692,Coking Coal,Hard Coking Coal,76100,"Vostochny, Russia",2,2023-06-26,2023-07-06,Spot,Panamax,2023-07-01,2023-08-22,Urgent,Spot,38.35,USD,50,Standard,2023-06-12T00:00:00Z
3693,Coking Coal,Hard Coking Coal,74600,"Hay Point, Australia",2,2021-12-22,2021-12-29,Spot,Panamax,2021-12-26,2022-01-25,Normal,Spot,23.37,USD,30,Standard,2021-11-30T00:00:00Z
3694,Thermal Coal,Non-Coking Coal Grade G1-G5,59600,"Baltimore, USA",4,2021-12-05,2021-12-10,Spot,Supramax,2021-12-06,2022-01-26,Normal,Spot,38.72,USD,50,Standard,2021-11-10T00:00:00Z
3695,Iron Ore,Iron Ore Pellets,51700,"Norfolk, USA",1,2022-08-25,2022-09-04,Spot,Supramax,2022-08-31,2022-10-21,Normal,Spot,38.55,USD,50,Low moisture cargo,2022-08-17T00:00:00Z
3696,Coking Coal,PCI Coal,53700,"Baltimore, USA",9,2021-09-28,2021-10-03,Spot,Supramax,2021-10-02,2021-11-24,High,Spot,39.99,USD,50,Fast discharge required,2021-09-01T00:00:00Z
3697,Thermal Coal,Non-Coking Coal Grade G1-G5,74400,"Maputo, Mozambique",3,2026-01-05,2026-01-12,Spot,Panamax,2026-01-07,2026-03-01,Normal,Spot,36.56,USD,50,Standard,2025-12-24T00:00:00Z
3698,Thermal Coal,Non-Coking Coal Grade G1-G5,78000,"Tanjung Priok, Indonesia",2,2021-12-22,2021-12-27,Spot,Panamax,2021-12-23,2022-01-10,Normal,Spot,12.81,USD,20,Standard,2021-12-06T00:00:00Z
3699,Thermal Coal,Indonesian High Calorie Coal,74500,"Samarinda, Indonesia",1,2024-07-07,2024-07-12,Spot,Panamax,2024-07-09,2024-07-28,Normal,Spot,14.28,USD,20,Standard,2024-06-24T00:00:00Z
3700,Coking Coal,Semi-Soft Coking Coal,77900,"Port Hedland, Australia",1,2022-07-27,2022-08-03,Spot,Panamax,2022-07-31,2022-09-01,Normal,Spot,24.44,USD,30,Standard,2022-07-12T00:00:00Z
3701,Coking Coal,Semi-Soft Coking Coal,77500,"Vostochny, Russia",1,2025-10-26,2025-10-31,Spot,Panamax,2025-10-28,2025-12-19,High,Spot,39.76,USD,50,Standard,2025-10-14T00:00:00Z
3702,Thermal Coal,Non-Coking Coal Grade G1-G5,80600,"Newcastle, Australia",4,2025-08-16,2025-08-23,Spot,Panamax,2025-08-21,2025-09-22,Normal,Spot,22.41,USD,30,Standard,2025-08-03T00:00:00Z
3703,Iron Ore,Iron Ore Pellets,163700,"Hay Point, Australia",1,2024-09-25,2024-09-30,CoA,Capesize,2024-09-27,2024-10-29,Normal,CoA,19.47,USD,30,Self-unloader preferred,2024-09-08T00:00:00Z
3704,Limestone,Calcined Lime,77400,"Newcastle, Australia",3,2021-01-23,2021-01-28,Spot,Panamax,2021-01-27,2021-02-24,Normal,Spot,24.12,USD,30,Standard,2020-12-26T00:00:00Z
3705,Iron Ore,Lump Ore,65800,"Norfolk, USA",2,2023-11-16,2023-11-21,CoA,Panamax,2023-11-17,2024-01-09,Normal,CoA,39.24,USD,50,Standard,2023-11-04T00:00:00Z
3706,Coking Coal,Semi-Soft Coking Coal,173600,"Hay Point, Australia",1,2022-12-09,2022-12-14,Spot,Capesize,2022-12-11,2023-01-07,High,Spot,23.2,USD,30,Self-unloader preferred,2022-11-15T00:00:00Z
3707,Coking Coal,Hard Coking Coal,57400,"Maputo, Mozambique",3,2022-06-18,2022-06-23,Spot,Supramax,2022-06-20,2022-08-06,Normal,Spot,39.37,USD,50,Standard,2022-06-01T00:00:00Z
3708,Coking Coal,Hard Coking Coal,80400,"Hay Point, Australia",1,2023-07-29,2023-08-05,Spot,Panamax,2023-08-01,2023-08-29,Normal,Spot,22.79,USD,30,Standard,2023-07-07T00:00:00Z
3709,Coking Coal,Semi-Soft Coking Coal,51800,"Balikpapan, Indonesia",2,2024-08-05,2024-08-12,CoA,Supramax,2024-08-08,2024-08-29,Urgent,CoA,14.3,USD,20,Standard,2024-07-17T00:00:00Z
3710,Coking Coal,Semi-Soft Coking Coal,181300,"Norfolk, USA",1,2025-10-18,2025-11-01,Spot,Capesize,2025-10-31,2025-12-22,Normal,Spot,33.84,USD,50,Standard,2025-09-22T00:00:00Z
3711,Limestone,Calcined Lime,61200,"Vostochny, Russia",3,2026-03-19,2026-03-29,Spot,Supramax,2026-03-27,2026-05-13,Normal,Spot,36.87,USD,50,Standard,2026-02-19T00:00:00Z
3712,Coking Coal,PCI Coal,179500,"Newcastle, Australia",3,2024-10-24,2024-11-03,Spot,Capesize,2024-10-27,2024-11-24,Normal,Spot,20.22,USD,30,Standard,2024-10-06T00:00:00Z
3713,Thermal Coal,Indonesian High Calorie Coal,61800,"Newcastle, Australia",2,2026-03-17,2026-03-24,Spot,Supramax,2026-03-20,2026-04-21,Normal,Spot,23.57,USD,30,Standard,2026-02-22T00:00:00Z
3714,Coking Coal,PCI Coal,57800,"Norfolk, USA",1,2025-12-11,2025-12-16,CoA,Supramax,2025-12-14,2026-01-30,Normal,CoA,35.46,USD,50,Standard,2025-11-23T00:00:00Z
3715,Coking Coal,PCI Coal,36700,"Balikpapan, Indonesia",6,2021-05-11,2021-05-16,Spot,Handysize,2021-05-13,2021-06-04,Normal,Spot,17.84,USD,20,Geared vessel required,2021-04-22T00:00:00Z
3716,Thermal Coal,Non-Coking Coal Grade G1-G5,55100,"Balikpapan, Indonesia",1,2021-10-19,2021-10-26,CoA,Supramax,2021-10-23,2021-11-09,Normal,CoA,14.89,USD,20,Standard,2021-09-27T00:00:00Z
3717,Coking Coal,PCI Coal,60700,"Tanjung Priok, Indonesia",4,2022-05-14,2022-05-19,Spot,Supramax,2022-05-15,2022-06-07,Normal,Spot,15.97,USD,20,Standard,2022-05-03T00:00:00Z
3718,Coking Coal,Semi-Soft Coking Coal,60600,"Norfolk, USA",3,2023-09-20,2023-09-27,CoA,Supramax,2023-09-21,2023-11-12,Normal,CoA,35.82,USD,50,Standard,2023-08-28T00:00:00Z
3719,Coking Coal,PCI Coal,165300,"Maputo, Mozambique",1,2024-04-08,2024-04-15,CoA,Capesize,2024-04-11,2024-05-29,Normal,CoA,32.88,USD,50,Standard,2024-03-24T00:00:00Z
3720,Coking Coal,PCI Coal,153600,"Balikpapan, Indonesia",3,2022-03-14,2022-03-21,Spot,Capesize,2022-03-20,2022-04-12,High,Spot,10.14,USD,20,Standard,2022-02-17T00:00:00Z
3721,Coking Coal,Hard Coking Coal,144200,"Tanjung Priok, Indonesia",1,2025-01-14,2025-01-24,CoA,Capesize,2025-01-19,2025-02-09,High,CoA,11.21,USD,20,Low moisture cargo,2024-12-29T00:00:00Z
3722,Coking Coal,Hard Coking Coal,74900,"Hay Point, Australia",4,2021-05-21,2021-05-26,Spot,Panamax,2021-05-24,2021-06-21,Normal,Spot,27.96,USD,30,Standard,2021-05-06T00:00:00Z
3723,Coking Coal,Hard Coking Coal,69700,"Vostochny, Russia",3,2025-03-20,2025-04-03,Spot,Panamax,2025-03-21,2025-05-10,Normal,Spot,39.28,USD,50,Standard,2025-03-13T00:00:00Z
3724,Coking Coal,PCI Coal,54900,"Tanjung Priok, Indonesia",2,2022-08-13,2022-08-18,Spot,Supramax,2022-08-14,2022-09-05,Normal,Spot,18.6,USD,20,Standard,2022-07-18T00:00:00Z
3725,Iron Ore,Iron Ore Pellets,77000,"Balikpapan, Indonesia",1,2025-05-11,2025-05-21,CoA,Panamax,2025-05-19,2025-06-09,High,CoA,13.96,USD,20,Standard,2025-04-19T00:00:00Z
3726,Coking Coal,Semi-Soft Coking Coal,51100,"Gladstone, Australia",4,2025-05-25,2025-05-30,Spot,Supramax,2025-05-29,2025-06-25,Normal,Spot,23.44,USD,30,Standard,2025-05-17T00:00:00Z
3727,Coking Coal,PCI Coal,68800,"Vostochny, Russia",1,2022-07-24,2022-07-31,CoA,Panamax,2022-07-27,2022-09-16,Normal,CoA,35.96,USD,50,Standard,2022-07-13T00:00:00Z
3728,Coking Coal,Semi-Soft Coking Coal,177600,"Vostochny, Russia",4,2022-07-06,2022-07-11,Spot,Capesize,2022-07-08,2022-08-30,High,Spot,33.78,USD,50,Standard,2022-06-25T00:00:00Z
3729,Coking Coal,Hard Coking Coal,66300,"Maputo, Mozambique",2,2025-08-27,2025-09-01,CoA,Panamax,2025-08-31,2025-10-23,Normal,CoA,36.11,USD,50,Standard,2025-07-29T00:00:00Z
3730,Iron Ore,Lump Ore,57500,"Tanjung Priok, Indonesia",2,2024-03-22,2024-03-27,CoA,Supramax,2024-03-23,2024-04-09,Normal,CoA,16.01,USD,20,Standard,2024-03-04T00:00:00Z
3731,Coking Coal,PCI Coal,77100,"Vostochny, Russia",2,2025-02-15,2025-03-01,CoA,Panamax,2025-02-19,2025-04-11,Normal,CoA,35.9,USD,50,Standard,2025-01-21T00:00:00Z
3732,Coking Coal,Hard Coking Coal,75800,"Baltimore, USA",2,2021-07-08,2021-07-18,Spot,Panamax,2021-07-14,2021-09-05,High,Spot,37.88,USD,50,Standard,2021-06-11T00:00:00Z
3733,Coking Coal,PCI Coal,169100,"Gladstone, Australia",1,2025-02-04,2025-02-14,Spot,Capesize,2025-02-09,2025-03-13,High,Spot,21.02,USD,30,Standard,2025-01-25T00:00:00Z
3734,Coking Coal,Semi-Soft Coking Coal,78100,"Newcastle, Australia",1,2024-06-18,2024-06-23,Spot,Panamax,2024-06-21,2024-07-23,Normal,Spot,23.71,USD,30,Standard,2024-06-04T00:00:00Z
3735,Thermal Coal,Indonesian High Calorie Coal,81100,"Port Hedland, Australia",8,2025-12-08,2025-12-15,Spot,Panamax,2025-12-11,2026-01-07,High,Spot,26.44,USD,30,Standard,2025-11-16T00:00:00Z
3736,Thermal Coal,Non-Coking Coal Grade G1-G5,71900,"Samarinda, Indonesia",1,2025-04-15,2025-04-20,Spot,Panamax,2025-04-16,2025-05-06,Normal,Spot,13.61,USD,20,Standard,2025-04-06T00:00:00Z
3737,Coking Coal,Hard Coking Coal,174400,"Maputo, Mozambique",4,2024-08-29,2024-09-03,Spot,Capesize,2024-08-30,2024-10-17,Normal,Spot,32.83,USD,50,Self-unloader preferred,2024-08-11T00:00:00Z
3738,Coking Coal,PCI Coal,166500,"Gladstone, Australia",3,2021-06-11,2021-06-18,Spot,Capesize,2021-06-13,2021-07-12,Urgent,Spot,23.75,USD,30,Standard,2021-05-19T00:00:00Z
3739,Iron Ore,Iron Ore Pellets,68100,"Gladstone, Australia",1,2024-04-30,2024-05-07,CoA,Panamax,2024-05-05,2024-06-05,Normal,CoA,23.8,USD,30,Standard,2024-04-17T00:00:00Z
3740,Thermal Coal,Indonesian High Calorie Coal,60500,"Port Hedland, Australia",3,2023-05-06,2023-05-11,CoA,Supramax,2023-05-09,2023-06-05,Normal,CoA,24.28,USD,30,Standard,2023-04-14T00:00:00Z
3741,Limestone,SMS Grade Limestone,80600,"Maputo, Mozambique",4,2024-04-23,2024-04-28,Spot,Panamax,2024-04-25,2024-06-13,Normal,Spot,37.54,USD,50,Fast discharge required,2024-04-09T00:00:00Z
3742,Coking Coal,PCI Coal,174600,"Newcastle, Australia",1,2021-05-19,2021-05-29,Spot,Capesize,2021-05-24,2021-06-24,High,Spot,23.06,USD,30,Low moisture cargo,2021-05-06T00:00:00Z
3743,Coking Coal,Semi-Soft Coking Coal,71700,"Baltimore, USA",2,2025-01-14,2025-01-19,Spot,Panamax,2025-01-17,2025-03-06,Normal,Spot,36.98,USD,50,Standard,2025-01-02T00:00:00Z
3744,Coking Coal,Hard Coking Coal,149200,"Maputo, Mozambique",1,2025-08-12,2025-08-19,CoA,Capesize,2025-08-17,2025-10-04,Normal,CoA,31.72,USD,50,Standard,2025-07-22T00:00:00Z
3745,Coking Coal,Hard Coking Coal,70700,"Vostochny, Russia",4,2024-07-02,2024-07-07,Spot,Panamax,2024-07-05,2024-08-22,Normal,Spot,38.92,USD,50,Standard,2024-06-18T00:00:00Z
3746,Coking Coal,Hard Coking Coal,159000,"Maputo, Mozambique",3,2021-02-26,2021-03-05,CoA,Capesize,2021-03-03,2021-04-20,Urgent,CoA,33.26,USD,50,Standard,2021-02-15T00:00:00Z
3747,Coking Coal,PCI Coal,68100,"Norfolk, USA",1,2022-11-16,2022-11-21,Spot,Panamax,2022-11-20,2023-01-11,High,Spot,36.0,USD,50,Standard,2022-11-05T00:00:00Z
3748,Coking Coal,Semi-Soft Coking Coal,75600,"Hay Point, Australia",2,2021-04-30,2021-05-07,CoA,Panamax,2021-05-03,2021-05-31,Normal,CoA,27.33,USD,30,Standard,2021-04-05T00:00:00Z
3749,Coking Coal,Semi-Soft Coking Coal,147900,"Vostochny, Russia",1,2025-04-04,2025-04-11,Spot,Capesize,2025-04-05,2025-05-25,Normal,Spot,31.5,USD,50,Standard,2025-03-25T00:00:00Z
3750,Iron Ore,Iron Ore Pellets,159500,"Norfolk, USA",1,2021-01-14,2021-01-19,CoA,Capesize,2021-01-15,2021-03-06,Normal,CoA,33.07,USD,50,Standard,2020-12-17T00:00:00Z
3751,Coking Coal,Semi-Soft Coking Coal,52800,"Balikpapan, Indonesia",5,2023-07-08,2023-07-15,Spot,Supramax,2023-07-11,2023-08-02,Normal,Spot,13.65,USD,20,Standard,2023-06-10T00:00:00Z
3752,Thermal Coal,Non-Coking Coal Grade G1-G5,69300,"Newcastle, Australia",8,2025-06-28,2025-07-03,Spot,Panamax,2025-06-30,2025-07-31,Normal,Spot,24.03,USD,30,Standard,2025-06-15T00:00:00Z
3753,Coking Coal,Semi-Soft Coking Coal,69100,"Samarinda, Indonesia",1,2021-05-03,2021-05-13,Spot,Panamax,2021-05-09,2021-06-01,Normal,Spot,13.82,USD,20,Standard,2021-04-24T00:00:00Z
3754,Coking Coal,PCI Coal,76600,"Balikpapan, Indonesia",1,2021-10-02,2021-10-07,Spot,Panamax,2021-10-03,2021-10-22,Normal,Spot,12.93,USD,20,Standard,2021-09-06T00:00:00Z
3755,Coking Coal,PCI Coal,50700,"Norfolk, USA",4,2021-12-03,2021-12-08,CoA,Supramax,2021-12-05,2022-01-25,High,CoA,39.32,USD,50,Standard,2021-11-20T00:00:00Z
3756,Coking Coal,Hard Coking Coal,171300,"Samarinda, Indonesia",3,2024-10-20,2024-10-25,Spot,Capesize,2024-10-24,2024-11-13,Normal,Spot,12.18,USD,20,Standard,2024-09-25T00:00:00Z
3757,Iron Ore,Iron Ore Pellets,74300,"Norfolk, USA",2,2025-08-01,2025-08-11,Spot,Panamax,2025-08-04,2025-09-23,Normal,Spot,36.49,USD,50,Standard,2025-07-25T00:00:00Z
3758,Coking Coal,Semi-Soft Coking Coal,145400,"Hay Point, Australia",3,2025-11-23,2025-12-07,Spot,Capesize,2025-12-02,2026-01-01,Normal,Spot,21.16,USD,30,Standard,2025-10-26T00:00:00Z
3759,Coking Coal,PCI Coal,80700,"Samarinda, Indonesia",1,2022-08-22,2022-08-29,Spot,Panamax,2022-08-27,2022-09-15,Normal,Spot,15.98,USD,20,Standard,2022-08-08T00:00:00Z
3760,Coking Coal,Semi-Soft Coking Coal,71000,"Maputo, Mozambique",1,2025-08-19,2025-08-24,CoA,Panamax,2025-08-21,2025-10-11,Urgent,CoA,38.11,USD,50,Standard,2025-07-24T00:00:00Z
3761,Coking Coal,Semi-Soft Coking Coal,141800,"Maputo, Mozambique",3,2024-11-30,2024-12-14,CoA,Capesize,2024-12-13,2025-01-29,Normal,CoA,30.67,USD,50,Standard,2024-11-07T00:00:00Z
3762,Thermal Coal,Non-Coking Coal Grade G1-G5,60000,"Hay Point, Australia",5,2023-04-11,2023-04-18,Spot,Supramax,2023-04-14,2023-05-16,Normal,Spot,24.45,USD,30,Standard,2023-03-25T00:00:00Z
3763,Coking Coal,Hard Coking Coal,182300,"Vostochny, Russia",1,2023-10-31,2023-11-07,Spot,Capesize,2023-11-03,2023-12-20,Normal,Spot,30.63,USD,50,Standard,2023-10-11T00:00:00Z
